Source_ID,RA(J2000),DEC(J2000),Source_Type,F100,e_F100,F131.25,e_F131.25,F143.75,e_F143.75,F156.25,e_F156.25,F168.75,e_F168.75,Spectral_Index,e_Spectral_Index
21CMA-DDR1-J141426+851424,14:14:25.86,+85:14:23.6,P,0.2259988145578415,0.0335305559801491,0.2211613322074555,0.0202186193708971,0.2436161278219258,0.0193339793939021,0.2702119604168048,0.0432745158099164,0.1472363102066779,0.021557789007779,-0.3268229899188516,0.3588103805497734
21CMA-DDR1-J141918+852103,14:19:18.03,+85:21:03.0,P,0.2250811535631882,0.0406831138589586,0.2277478451723566,0.0202203445478249,0.2389065602144672,0.0186572157885867,0.2210812956794274,0.0406230773553557,0.1549487876286522,0.0111987269613105,-1.0458366145450702,0.3161471246072648
21CMA-DDR1-J142430+853032,14:24:29.85,+85:30:31.8,P,,,0.0953604284050903,0.0225621732227314,0.0774098459928417,0.0186422546543218,0.0699240841116616,0.017683641759817,0.0584864450133588,0.0140242362154005,-1.8784413342661543,1.2758347650217332
21CMA-DDR1-J143112+854011,14:31:11.90,+85:40:10.9,P,0.1356097342421937,0.0227723274280052,0.1480326281765586,0.0128093545713954,0.1103144712206997,0.0139124771752436,0.0895723896187164,0.0122193582410559,0.092339420669621,0.0126688411807531,-1.0943340320098924,0.3755960974226628
21CMA-DDR1-J210621+860535,21:06:20.86,+86:05:34.8,P,0.4260059945943354,0.0141869493361069,0.4127057889823067,0.0194317769965021,0.4020114247546282,0.0169827792741876,0.355975245221964,0.0198687971334604,0.3095745392504394,0.0128903790466717,-0.4987443784895441,0.0922591000623878
21CMA-DDR1-J210824+860231,21:08:24.19,+86:02:31.0,P,0.3275092487816792,0.0151869151070955,0.2815056943820214,0.013434221108001,0.2849731992516381,0.01368673157194,0.2462624351760077,0.0167361439946775,0.2478185585879554,0.0133598282056297,-0.5305855047577741,0.1235011060132789
21CMA-DDR1-J170113+871337,17:01:12.73,+87:13:36.7,P,0.4019262308976724,0.0103310557476805,0.3218496108112361,0.0087362031733049,0.3132957234088565,0.008135840362104,0.2931475805949486,0.0116160692243832,0.2778335692322931,0.009247310806273,-0.6997198223094708,0.0707221177271343
21CMA-DDR1-J173728+871746,17:37:28.32,+87:17:45.9,P,0.0510492823042199,0.0126296214481273,0.0605404143993835,0.0118255190054148,0.0695806290607434,0.0075458215047527,0.0656573672444596,0.0060694732582915,0.0754703879709656,0.0045758579496085,0.7316913611029758,0.4001427435119454
21CMA-DDR1-J203044+863534,20:30:44.18,+86:35:34.3,P,0.0816911970239637,0.0171725305909932,0.0810108609961133,0.0166111919512732,0.0779700026103745,0.0158010216984457,0.0725213472722201,0.0200803436931506,0.0593782898461671,0.0091680634871271,-0.6028308171526497,0.4825740275266615
21CMA-DDR1-J141848+851450,14:18:48.25,+85:14:49.7,P,0.7191658666611528,0.0327007432663792,0.5007330410574471,0.0215298240601619,0.5626077577657252,0.0230242629527389,0.5224625960872479,0.0334008090640986,0.3599403263842522,0.0179210666832163,-1.0680437548552135,0.1181340684320174
21CMA-DDR1-J175801+871541,17:58:00.69,+87:15:40.9,P,0.1625916658728514,0.0139317939181066,0.1159092909858842,0.0063927304680585,0.1239264986890024,0.0057793439365777,0.1131645405317861,0.0072498019123091,0.1069500129199082,0.0046731827230442,-0.6882088609282461,0.1679543660546353
21CMA-DDR1-J214623+850136,21:46:22.77,+85:01:36.0,P,0.2590541324408463,0.0357218775931817,0.2413496657794625,0.0172485903126102,0.3116601390731426,0.0274155326585358,0.3447759335229134,0.0704930987393317,0.1712291172308859,0.0419365742341311,0.2241615895564268,0.3875573351458601
21CMA-DDR1-J150217+860815,15:02:16.61,+86:08:15.3,P,0.9729799343886156,0.0335808449388444,0.8664550445720306,0.0240463982749296,0.7440231449255095,0.0176796566160244,0.6208455351111666,0.0258700497207416,0.6786944923738871,0.0205979938177135,-0.798182152746364,0.0827617848803063
21CMA-DDR1-J203957+862335,20:39:57.15,+86:23:35.0,P,0.1811013848449252,0.0135527166327802,0.1425454680569194,0.0112903386496333,0.1420408190132595,0.0110753747048179,0.1330681223544609,0.0119663029799345,0.099337735052664,0.0099574139609847,-0.9087002314543172,0.2025333165977815
21CMA-DDR1-J162610+865853,16:26:10.27,+86:58:52.5,P,0.2257889842699196,0.0114982330024384,0.1697404310394283,0.0099960772508487,0.1640856267625051,0.00801555702174,0.173230683472098,0.0087326420113474,0.1441353089820095,0.0068188109800037,-0.7641445560384965,0.1236322115616887
21CMA-DDR1-J150135+860515,15:01:35.44,+86:05:14.9,P,0.3761885707055456,0.0350372624711373,0.2843800167237424,0.0237886356365648,0.2300310021834574,0.0161112978154494,0.1753964010152771,0.0264872010562439,0.2145003129039651,0.022775163540515,-1.2632352945487142,0.2450473759060303
21CMA-DDR1-J185216+870800,18:52:15.77,+87:07:59.7,P,0.0641574012711161,0.0141831059798617,0.0583289493134006,0.0078931019259621,0.0489327397811223,0.0052707629241501,0.0498432247250895,0.0064533477242499,0.0478296703870157,0.0058753461121728,-0.6117516969425512,0.4372865219178961
21CMA-DDR1-J193904+865500,19:39:04.32,+86:55:00.0,P,0.3022841448931258,0.0130434309808403,0.2478734947654144,0.0087544061100481,0.2365907249529193,0.0084679313311281,0.2262728009188339,0.0113934082635371,0.2050523783400297,0.0083502796032249,-0.7104254089473514,0.1057142700678553
21CMA-DDR1-J190532+870510,19:05:31.75,+87:05:10.3,P,0.0515418008660084,0.0118277043399697,0.0486514432179493,0.0106347639991161,0.0438197195202196,0.009688535689667,0.0413917217056278,0.0100069611660333,0.0403616258020401,0.0055438324589859,-0.5058133369324697,0.4911138574154846
21CMA-DDR1-J161942+865514,16:19:41.83,+86:55:14.3,P,0.0688965963014246,0.0170904338625536,0.0705413810449514,0.0160119808866421,0.0575265362284751,0.012488641842527,0.072503140811635,0.0167386224857872,0.049148857823888,0.010961517598819,-0.4636641434371853,0.5911169238493369
21CMA-DDR1-J212812+852527,21:28:11.95,+85:25:26.7,P,0.1689840876959644,0.0190862394219853,0.1612929942676804,0.0147641604974612,0.1541772902595061,0.0155732445157467,0.1233297841336813,0.0182040295424916,0.0990417871270845,0.0236790413549035,-0.6244024494906896,0.3313507406523549
21CMA-DDR1-J190032+870338,19:00:32.32,+87:03:37.7,P,0.0887870123703193,0.0150735549801446,0.0927254669850386,0.008651355735473,0.0852107774473077,0.0080978761082083,0.0682053317681606,0.01050661006009,0.0729593549100855,0.0057002548740692,-0.5961505569112348,0.317381255964594
21CMA-DDR1-J145409+855247,14:54:09.26,+85:52:46.6,P,0.1273416133728187,0.0257596819112178,0.1607384378034407,0.0338268717742833,0.0996383318657762,0.0178108063185438,0.071460618315241,0.0164876161977768,0.0594348252563847,0.0099736207520455,-1.5722947445667186,0.4795851104955924
21CMA-DDR1-J195538+864209,19:55:37.89,+86:42:09.2,P,0.4237337680855358,0.0103271615657562,0.3212415984096267,0.0118828142970266,0.2996800022270125,0.0096189702456272,0.2705927629389575,0.0122603146784374,0.2320322578946272,0.0095355295815187,-1.0640065587134262,0.0744110076801466
21CMA-DDR1-J154420+863119,15:44:19.92,+86:31:18.8,P,0.0896974693252985,0.0137949885737962,0.1234316823862839,0.0158685244474017,0.1136343672490091,0.0125402828471491,0.0933308590004378,0.0137955069981146,0.1134413659641404,0.0145707346951129,0.2643981783016795,0.3589360211267879
21CMA-DDR1-J210405+855107,21:04:04.58,+85:51:07.1,P,0.0601414950098614,0.0136585102406473,0.0625771415086319,0.0168444430626262,0.0552550759364404,0.0143423712080478,0.0425228112899626,0.0129573154138508,0.0363419929127103,0.011681836866559,-0.7772791633772962,0.6333390092921538
21CMA-DDR1-J183633+870339,18:36:32.82,+87:03:38.9,P,0.0921428490322476,0.0181624677897498,0.058456801204022,0.0123128427945949,0.0552946186115572,0.0121865798775886,0.0601077949890992,0.0121624847583556,0.0409858415480288,0.0076609511422875,-1.3457219745896738,0.4824863430678
